Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 mo Probability,1 mo Supra-Seis Prob,Primary Aftershocks Mean
2.5,278.66095,174.0,593.0,224.0,210.0,1.0,0.02331983,165.73631
2.6,221.32777,136.0,468.0,178.0,174.0,1.0,0.02331983,131.6608
2.7,175.69398,106.0,372.0,142.0,131.0,1.0,0.02331983,104.5321
2.8,139.57895,82.0,296.0,113.0,111.0,1.0,0.02331983,83.03953
2.9,110.8767,64.0,237.0,90.0,87.0,1.0,0.02331983,65.95009
3.0,88.08876,49.0,189.0,72.0,68.0,1.0,0.02331983,52.40485
3.1,69.9799,37.0,151.0,57.0,53.0,1.0,0.02331983,41.629894
3.2,55.589798,28.0,121.0,45.0,43.0,1.0,0.02331983,33.077908
3.3,44.16111,21.0,96.0,36.0,34.0,1.0,0.02331983,26.281551
3.4,35.104393,16.0,77.0,29.0,26.0,1.0,0.02331983,20.892958
3.5,27.890932,12.0,62.0,23.0,21.0,1.0,0.02331983,16.606056
3.6,22.15015,9.0,50.0,18.0,17.0,1.0,0.02331983,13.191597
3.7,17.55043,6.0,40.0,14.0,12.0,1.0,0.02331983,10.4523735
3.8,13.939597,4.0,33.0,11.0,10.0,0.9998442,0.02331983,8.303521
3.9,11.057806,3.0,27.0,9.0,8.0,0.9993768,0.02331983,6.581853
4.0,8.783629,2.0,22.0,7.0,6.0,0.99750704,0.02331983,5.221876
4.1,6.9813027,1.0,18.0,6.0,5.0,0.9911187,0.02331983,4.1510854
4.2,5.537187,1.0,15.0,4.0,3.0,0.9796406,0.02331983,3.3024306
4.3,4.4007998,0.0,12.0,3.0,2.0,0.95517814,0.02331983,2.6253247
4.4,3.481822,0.0,10.0,3.0,2.0,0.9159655,0.02331983,2.0748415
4.5,2.7609327,0.0,9.0,2.0,1.0,0.85925,0.02331983,1.6454762
4.6,2.192064,0.0,7.0,2.0,1.0,0.79448426,0.02331983,1.3070531
4.7,1.725148,0.0,6.0,1.0,1.0,0.7164745,0.02331983,1.0307468
4.8,1.3714553,0.0,5.0,1.0,0.0,0.6366469,0.02331983,0.8212839
4.9,1.0887089,0.0,5.0,1.0,0.0,0.55557287,0.02331983,0.6513971
5.0,0.8579516,0.0,4.0,0.0,0.0,0.47777086,0.02331983,0.51371145
5.1,0.6768464,0.0,3.0,0.0,0.0,0.40350056,0.02331983,0.40625325
5.2,0.53464216,0.0,3.0,0.0,0.0,0.33696893,0.02331983,0.32195908
5.3,0.4191337,0.0,3.0,0.0,0.0,0.27791628,0.02331983,0.2521554
5.4,0.32751635,0.0,2.0,0.0,0.0,0.2266542,0.02331983,0.19954295
5.5,0.25672588,0.0,2.0,0.0,0.0,0.18489665,0.02331983,0.1569544
5.6,0.20213981,0.0,2.0,0.0,0.0,0.15098162,0.02331983,0.123870365
5.7,0.15627922,0.0,1.0,0.0,0.0,0.11976732,0.02331983,0.09514906
5.8,0.12033863,0.0,1.0,0.0,0.0,0.09551262,0.02331983,0.07338735
5.9,0.09120183,0.0,1.0,0.0,0.0,0.07427028,0.02331983,0.05572868
6.0,0.0709463,0.0,1.0,0.0,0.0,0.059156537,0.02331983,0.04305599
6.1,0.052248884,0.0,1.0,0.0,0.0,0.04451023,0.019788096,0.031941414
6.2,0.03505765,0.0,1.0,0.0,0.0,0.030954607,0.014957931,0.022125272
6.3,0.026280254,0.0,0.0,0.0,0.0,0.02389114,0.013244001,0.016775735
6.4,0.020151656,0.0,0.0,0.0,0.0,0.018229978,0.01080295,0.012361068
6.5,0.015840864,0.0,0.0,0.0,0.0,0.014386621,0.008933209,0.010023891
6.6,0.012724629,0.0,0.0,0.0,0.0,0.011997507,0.008309961,0.008361898
6.7,0.010699076,0.0,0.0,0.0,0.0,0.010179703,0.007634777,0.007219279
6.8,0.009348706,0.0,0.0,0.0,0.0,0.008881272,0.0071154046,0.0064402204
6.9,0.007894464,0.0,0.0,0.0,0.0,0.0076867146,0.006647969,0.0054534124
7.0,0.006596032,0.0,0.0,0.0,0.0,0.006388283,0.005661161,0.0044666044
7.1,0.005661161,0.0,0.0,0.0,0.0,0.0055053495,0.0052976003,0.0038952944
7.2,0.0045185415,0.0,0.0,0.0,0.0,0.00436273,0.0042588552,0.0031162356
7.3,0.0026488001,0.0,0.0,0.0,0.0,0.0025449258,0.0024929885,0.0018697414
7.4,0.0023371766,0.0,0.0,0.0,0.0,0.0022333022,0.0022333022,0.0015581178
7.5,0.0018697414,0.0,0.0,0.0,0.0,0.0018697414,0.0018697414,0.0012984315
7.6,6.7518436E-4,0.0,0.0,0.0,0.0,6.7518436E-4,6.7518436E-4,4.6743534E-4
7.7,5.193726E-5,0.0,0.0,0.0,0.0,5.193726E-5,5.193726E-5,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
